tweet,label
dan yang terjadi adalah seseorang membalas saya status ku begini bang kenapa diklaim sampai kekgitu kan cuma foto cuma foto adik balasku begitu walaupun cuma foto itu juga hakcipta saya kembali bertanya seandainya karyamu digunakan orang lain tanpa izin perasaanmu bagaimana,anger
tadi pas lagi gym eike keluar mau nimbang secara timbangan tanita nya di luar pas ada ibu eh nnya eike di bilang instruktur karena body eike cocok eh dia langsung dong member ingin body kayak saya kwkwkw senang sudah jadi inspirasi orang,happy
kayaknya sudah lama sekali tidak mengisi materi dalam acara fortasi tiba tiba ada yang menghubungi dari muallimin untuk menjadi pemateri wah padahal sudah uzur di dunia ipm,happy
kadang pulang cerita ke anak isteri habis menonton konser a b sih dan gratis karena sembari kerja tapi tiap anaknya tanya konser ina itu kelewatan sedih ya,sadness
askmf kenapa iya saya takut sekali kalau mau omong atau muncul di grup git u benar benar panik begitu kalau harus muncul di grup bagaimana cara ngehilangin nya iya,fear
nah hari ini kakak saya memutuskan naikin uang makan saya biar tidak makan di kfc melulu tidak bergizi katanya dan di hari pertama uang makan saya naik saya memilih buka puasa pakai bakso uang makan ada kembalian hati bahagia makan mah yang penting bismillah,happy
sesungguhnya orang yang gugur di jalan ku tidak lah mati mereka hidup bahkan selalu hidup dan mendapatkan rezeki kamu selalu hidup dalam peradaban amp,happy
tapi kemarin hs memang benci banget gegara masuk kamar ada poto dia sebell plesbek minggu menonton lihat meme,anger
lagi tiduran sambil main hp tiba kasur kok goyang karena malam ini tidur sendiri di kamar yang belum beradaptasi sama penghuni kamar nya jadinya saya merasa takut dan berdoa dan baca ayat mengira ada makhluk mau mengganggu tidurku,fear
mka a jangan mengatai orang kalau enggak mau dikatai jaga tuh ocehanmu giliran dikatai bla bla bla dibaca tuh sapa yang mengatai,anger
karena mereka tidak mengenal rasa tanggung jawab mungkin pas di sekolah sukanya juga nyinyir gurunya makanya terbawa ke medsos,sadness
hai para penghujat kpopers saya pikir musik itu selera kayak makan mie instan kamu suka mie sedap saya suka indomie saya suka korean kalian suka pop ada yang dandut and more simpel sekali hanya masalah pilihan yang nyaman di telinga saja kok,anger
pernyataan lansung tuhan bayar tunai terimakasih iya allah yang menguasai aib manusia terangkan lah terangkanlah,happy
saya bisa merasakan kok ekspresi kamu waktu saya mau beli toner kamu takut wajah saya tambah parah iya padahal saya sudah merasa lebih baik sekali sejak pakai skincare,fear
kalau begal bagaimana pak polisi terus pelaku nya kerusuhan tersebut apa hanya di bubarkan saja kenapa tidak tembak mati saja agar jera tidak lakukan lagi terima kasih,anger
sudah ah jangan sedih katanya strong sel adit,sadness
gara jadi googling berita ini tapi belum ada yang confirm du  menanti berita ini benar pasangan favorite ku dari jaman dahulu kala,happy
daritadi notifikasi twitter saya tidak berhenti berbunyi padahal saya mau tidur saya cek dan ternyata semua notifikasi dari bmkg yang mengabarkan gempa gempa susulan yang terjadi di lombok saya benar benar sedih dan saya berdoa semoga kita mendapat perlindungan tuhan amin,sadness
pas aktip di ig merasa twitter ini tempat melarikan diri pas lebih sering mencuit merasa ig itu mall saya dangkal butuh hingar mau di pasar,sadness
awalnya ge tidak percaya sama istilah indigo tapi punya teman dekat indigo dan selalu tahu kalau saya sudah ada planning apa saja itu bikin saya heran kaget dan agak takut,fear
ingin ya ngechat duluan tapi nyapanya begimana eh habis nyapa itu yang bingung meh ngobrolin apa paling nanti berhenti chatingnya di saya kan sedih,sadness
kegiatan tadi pagi bikin saya sama ibu kompak beristigfar adik elma bangun solat subuh dulu memang ya kalau sudah kebiasaan tiba hilang kerasa sangat kehilangan nya,sadness
tertawa serius sih pertama lihat itu tulisan tukang kedai mie tiaw tersebut langsung mengakak macam selingkuhan disayang tapi tidak diakui ee a tertawa tapi gimanapun begitu juga persaingan mereka sehat sih he,happy
mungkin ada peneliti yang mau riset kenapa di partai tertentu banyak yang terlibat korupsi kalau moral sih kurang lebih apa jumlah yang harus disetor ke partai terlalu besar,sadness
dan saat itu saya tahu bagaimana kpribadian susin sbnernya sih di ini kalau saya perhtiin ngeri juga iya kalau diajak mengobrol,fear
mengomongnya sih ayo kita sama sama sampai windu lagi atau lebih tapi giliran sekarang di chat tidak balas di telepon di reject diajak ketemuan bilang sibuk pokoknya ada deh jutaan alasan kerbaushit nya kalau mau ngindarin itu bilang saja sih tidak perlu begitu classic sangat anjing,anger
n  h keoo  kan bong terbang ke langit dululah jangan berkutat di kolam kerruh,anger
rlt yang kuliah jurusan sastra inggris kasih tahu dong di jurusan itu belajar apa saja ingin masuk sastra inggris hanya takut tidak sesuai sama kemampuan,fear
hahaha niatnya titip bamer saja kalau ketemu kang sayur berhubung dia belinya di pasar sekalian titip yang lain tertawa suamiku baik sekali,happy
dear naomi tumbuhlah jadi anak yang solehah yang selalu ingat sayang dan selalu mendoakaan kedua orang tua mu tumbuhlah menjadi anak yang baik hatinya baik ibadahnya,love
makin gede makin gampang filter teman kalau yang tiap diajak jalan selalu ribet tanya ini itu tapi akhirnya dia yang tidak ikut dengan berbagai alasan iya tidak perlu diajak lagi,anger
lalu teman sempat keceplosan maaf bapak kita sebenarnya takut,fear
tertawa makanya jujur sayang jangan bohong tertawa jangan satu bohong di jual lagi hayo,anger
dibalik cewek yang memberikan kepercayaan kepada pasangannya ada keraguan dan takut kehilangan karena mereka tahu bahwa dirinya begitu banyak memiliki kekurangan dan diluar sana banyak yang lebih baik dari dirinya,fear
anehnya dimulut sama sekali tidak kepedesan tapi habis itu langsung sakit perut semaleman benar benar sakit perutnya hari ini sudah bolak balik ke toilet biasanya makan pedas mirip bagaimana juga tidak sampai segininya apa yang salah,sadness
ceritahariini barusan ketiduran sebentar d n mimpi seram dong jadi ceritanya lagi ada camp anisasi sama begitu di salah satu tempat perkemahan yang anehnya related sekali sama kehidupan nyata pertama disitu ramai ramai kita main volly bareng yang mana memang saya sering volly,happy
iya bisa dibilang hanya tahap bangunin sahur zone lah a  h sial tayo tayo benar apa kata kamu bang memang jadi gila,anger
kemarin listrik kami disegel karena keterlambatan pembayaran saat itu juga kami melakukan pelunasan dan telah melaporkan mll call center namun progress reportnya sangat lamban,anger
pas cerita ke pak puh bapak sepuh masnya bapak yang memang bisa lihat beliau langsung ikut ke kosan pas dilihat ternyata memang ada nongkrongnya di depan gudang tapi tidak bilang wujudnya bagaimana hmm,sadness
ini orang ajaib sih tadi bisa juga becandaan receh begitu sama dia saya nyeletuk bicara apa begitu terus dia tahu mengakak kaget saya tapi senang,happy
datang datang anak batita ini menyambut dengan sumringah ingin peluk yang lama menempel tiap menit ngetuk kamar mandi imo sudah belum mandinya cuma mau jemur handuk ditanya mau ke mana takut pergi lagi terus dipeluk tidak lepas dicintai semenyenangkan ini,love
ah mudik kok dilarang lewat toll dasar tolloll kalau lewat ngutang wajar kita bayar kok bong lagi kalau kagak boleh lewat tiap pintu toll kasih sudah tulisan toll khusus cebong dan kacung nanti kita baru sadar,anger
dear abang sayang semoga betah dengan agensi barunya kami tetap mendukung apapun keputusanmu kami percaya pada apa yang kamu pilih cinta you oke taecyeon pm hottest indonesia,love
lihat boneka susan saja sudah ampun lah ini bahkan diajakin menonton film horror boneka sabrina,fear
ujung nya bukan soal kopi atau duit yang keluar tapi bagaimana cara kamu memperlakukan dan melayani konsumen ketika ada plain terhadap barang jasa yang dijual ingat itu ya ha  mbak barista gancit,anger
karena bagiku mencintai bukan hanya dengan memberikan ungkapan cinta tapi bagaimana cara kita saling membuat tersenyum nyaman dan bahagia dengan menerima perbedaan sifat yang kita miliki,love
padahal papa ingin sekali menangis seperti mama dan memelukmu erat erat yang papa lakukan hanya menghapus sedikit air mata di sudut matanya dan menepuk pundakmu berkata jaga dirimu baik baik iya sayang papa melakukan itu semua agar kamu kuat kuat untuk menjadi dewasa,love
di malam ini saya berdoa semoga apa apa yang overdosis di negeri ini segera kembali pada dosisnya apapun itu yang sedang sedang saja yang tengah tengah saja berlebihan itu tidak baeek,sadness
beli tong sampah made ini jerman biar bisa setara sama negara eropa apa hubungannya toh itu cuma sekedar tong sekedar wadah enggak mungkin bisa nyetarain bangsa atau masyarakat lewat tong sampah macam begitu,anger
centil repot habis tidak tahu malu cerewet parah teman usil koki terbaik sepanjang masa yang paling sayang sama aku yang bela membela antar kesana kemari dan hal lain yang tidak bisa diungkapkan dengan kata kata wkwk,love
terimakasih pernah telah membuat warna dalam kertas putih pernah merangkai bunga dalam vas kosong pernah bernyanyi merdu diruang sunyi dan pernah menjadi kita dalam dalam satu ikatan,love
tempat sampah made ini jerman itu oke kok positif thnkng saja indonesia belum bisa bikin bus tongtong ganti scania juga pada suka kan yang penting tidak dikorupsi ajasih,anger
jadi ada thr tapi dari apbd yang punya kuasa takut kalau kalau di garis bawahi sama kpk dan jadilah mereka ggl dapat thr tahun ini kok bisa begitu iya buk mentri bilang aman yang lain ketakutan,fear
kalau pilih pemimpin bukan petahana nanti jadinya gub tidak tahu malas kerja seperti ini,anger
aduh jadi cerita kemana intinya ya kalau kita selalu bersyukur selalu mrasa cukup pasrah tapi ikhtiar kencang selalu ad  saja hal yang bikin kita merasa beruntung di tengah tantangan hidup yang semakin tinggi dan doa orangtua adalah yang paling utama,happy
yanga namanya pertemanan pasti ada suka dukanya dan disinilah kita belajar dan berproses bersama grumpytard minoruliciouces friendship goals,happy
sudah tahu akun verified netijen indonesia galak sudah deh sih mas habis dilahap netijen menurutku speakup disini bagaimana cara kita mengadukan hal tersebut kepada pihak yang lebih kuat kalau anak iya ke orang tua guru dan sebagainya begitu bukan cari massa buat nge hate pelaku apa bedanya sama main hakim sendiri,anger
i feel you seringnya sih bukan karena tidak kepake tapi lebih karena tidak sesuai begitu bisa mencak seharian saya dan mulai menyingkirkannya soalnya kalau masih kelihatan kaya yang ingin marah sendiri sakit,anger
sebagai jiwa berwirausaha atau pengusaha harus berani mengambil resiko apapun itu demi usaha nya kegagalan awal dari kesuksesan,happy
pln memang php surat edaran maintain daerah a sampai jam tapi sekarang sudah jam listrik belum hidup juga kalau terlambat sedikit bayar tagihan langsung denda ini kalau mati listrik terus dapat potongan enggak,anger
logika nya ketika rumahmu diminta untuk menampung orang yang belum kamu kenal selama hari apa tidak takut dan tidak nyaman kalau saya sih takut dan tidak nyaman walaupun ada surat rekomendasi,fear
titip salam buat masbro kalau shooting bawa bambu iya buat ganjel biar tidak ngejoprak inisahurtike harike,happy
mau cerita kesiapa kalau sudah mirip begini hancur hidup ini pikirin dong bagaimana hati ku saya sedih saya menangis sampai menetes air mata ini kayaknya lirik lagu sayang pia palen deh wkwkw,sadness
anda benar tidak disemua tempat kita boleh melaksanakan sholat salah satunya di bangunan yang didirikan untuk kekafiran salah satunya gereja saya berlindung kepada allaah swt dari godaan setan yang terku,fear
allah tidak akan membebani seseorang melainkan sesuai dengan kesanggupannya ia mendapat pahala dari kebajikan yang diusahakannya dan ia mendapat siksa dari kejahatan yang dikerjakannya qs al baqarah kuncinya sih usaha cari jalan keluar solusinya,happy
hik s kenapa daerah jalan jambon kota madya yogyakarta sering mati listrik malam ini mati listrik lagi kenapa oh kenapa di kota besar kok listrik sering mati,sadness
buat orang yang baru suka baca beli dua novel pasti terasa berat dan keberatan padahal entar kalau sudah suka baca buku mah beli kadang masih kuran  gg,sadness
tapi lebi goblo lagi pas egi meninggal pas masuk kelas mau pamit tementemen tahunya yang tidak ada mbak sisil sudah pada syok kayaknya,fear
cuma yang mengerti cara nanganin saya kalau saya sudah ngamuk sayang sama saya tanpa suruh saya buat berubah jadi orang lain sabar pengertian orang yang selalu maju paling depan kalau ada yang macam ini saya,love
itu mbak nya tidak pantas bicara kasar walau harga fondaition nya selangit toh tidak bakal bisa cantik selama nya gara itu fondaition karena kecantikan itu hanya untuk sementara nanti juga tua keriput terus mati kecantikan di dunia ini hanyalah sementara,anger
bodo amat bocah nekat the jak tidak bisa akur kalau modelannya mereka begituan jijik kalau harus satu mindset sama mereka bodoh permanen,anger
yang repot itu kalau sekedar baca tanpa dimengerti nah disitu timbul kesalahan bukan pemahaman selektif terhadap argument ndakk papa selagi nalar tetap pada jalur bukan keluar jalur kalau sudah keluar jalur itu pelanggaran celotehreceh,sadness
ayah dari dulu sampai sekarang bekerja pindah pindah kota saya merantau beberapa bulan lalu saya pulang ke makassar ayah juga kebetulan pulang tapi tidak sempat ketemu lalu di mnlpon mengajak makan bersama saya tolak dengan alasan pergi bersama tm,sadness
semoga kedepannya tidak kejadian lagi barista gancit mengesalkan masa pesan espresso yang harusnya pahit jadi manis kopi yang kamu jual bukan barang murah loh jadi wajar kalau yang dicari kesempurnaan rasa baru kali ini ada barista mirip begitu,anger
yaelah cuma sayang an saja lagi kalau cowok saya sayang an tapi saya tahu itu cuma berteman saya coba mengerti kenapa sih kamu dendam sangat sama saya,sadness
dulu benar ada mahasiswa teknik ui menembak pacarnya pas sahur di kukusan teknik depok diliput kru katakan cinta dan belum pacaran mereka sekarang sudah nikah dan punya anak pernah diceritain laman ui shitposting divarposting juga,happy
sebenarnya faedah ondel itu apa iya datang hanya cari sumbangan ngibur orang juga tidak iya benar juga sering saya lihat pakai tatapan kosong sebenarnya faedah ondel keliling buat apa hanya sekedar bang misi numpang lewat sudah begitu saja,anger
tahun saya memang jauh dari mereka tapi saya tahu bahwa doa mereka selalu bersamakuu cinta mereka yang membuatku bertahan di tanah yang jauh dan asing,love
cepat sembuh sayang ku biar kita bisa main lagi sama mimi mimo biar kita bisa jalan jalan lagi i cinta you boo,love
terima kasih loh tuhan saya dikasih kesempatan langka begini,happy
wow ini kita foto kapan iya eonnie apa pas ultah sama baradatu ditendanya dont et iya eonnie semangat,happy
ini adalah hal yang paling membahagiakan saat biasku foto bersama elf returnofthelittleprince happyheechulday,happy
pertama kali ngetwit muncul setelah friendster yang marak merajalela pada saat itu masa dimana kenakalan remaja berangsur angsur melebur demi meraih cita begitu indahnya saat itu thankyoutwitter harijaditwittersaya,happy
bahagiaku bersamamu ditiap detik ku ku selalu mengingatmu entah kenapa dibayanganku selalu ada muncul wajah indahmu sayang ku merindukanmu sayang cinta you hadad sayang malam hadad sayang,love
setiap mau ngeluh mau protes sama hidup and every masalah ini itu jadi malu sendiri karena ternyata too many blessings yang kelewat buat disyukurin,sadness
dulu kalau di bully sukanya marah terus dikejar sih tukang bully saat tidak tertangkap dan badan lelah seketika itu pula muncul bulir bulir air bercucuran dari mata,sadness
tiket bioskop ayat cinta masih disimpen dan dijadikan pembatas buku menonton berempat jaman rsut sama keluarga definisi bersyukur ada yang nengokin dan diajak jalan keluar dari asrama sebentar,happy
emak dan anak iya beliau adalah wanita hebat pembimbing kita semua di departemen gawat darurat terima kasih emak ibunya psc dinkes kabupaten tegal yang sesungguhnya proud meski sedang mempunyai anak usia sekolah dan satunya toodler beliau tetap stay jam untuk konsulan,happy
semoga kamu pun ikut merasakannya menghayati dan memandang langit malam ini agar kamu lihat ada purnama disana ada bintang bintang disana yang selalu menemani dan mengawasi cinta kita saat kita terlelap,love
sial tertawa daripada kamu galau we he kamu memang sudah dari sananya stres div,sadness
untungnya ada kedua orang tua dan orang di sekitar yang sayang menyadarkan saya bahwa patah hati tidak boleh membuatmu tidak menyelesaikan skripsi hidup harus terus berlanjut jangan terlalu berharap dengan genggaman satu orang sedang kamu sebenarnya sudah mendapatkan banyak pelukan,sadness
tahun yang lalu kamu hadir di tengah kami menjadi penerus generasi zulkifli cucu pertama laki bagi kakek nya selamat ulang tahun anak papa bayujuli tahun umur mu jadi lah laki,happy
jadi yes mengatur kesiapan yuk yuk buat punya anak bukan cuma dari mental tapi juga kesiapan finansial harus imbang men saya sih percaya tanaman yang dari awal dirawat dengan baik beda kualitas sama yang dibiarkan hidup begitu saja,happy
dprri pemegang amanah rakyat tetapi selalu membalikan telapak tangan dewan yang membuat aturan dan dewan pula yang melanggar aturan segelintir dewan mencoreng amanah rakyat dengan melakukan korupsi jls bersalah dan selalu berkelit menutupi kesalahan dengan bersandiwara,anger
kalau bagimu kata sayang tidak ada artinya dan boleh diterima siapa saja sepertinya bukan dengan manusia kamu berinteraksi,sadness
dari allah masha allah allah sangat kasihkan kita sebab itulah walau setinggi gunung pun dosa yang kita himpun allah tetap akan mengampun setiap dosa dosa kita kasih sayang yang maha agung yang pernah wujud di alam ini adalah kasih sayang dari allah  ,love
kalau disaat saat kayak begini rasanya saya pengin sekali tinggal di kampung iya allah di daerah saya sudah tidak ada adat istiadat sundanya huhu monangis,sadness
sudah pakai perasaan sekali kita berbicara nya hanya benar caesar sama connor yang oke didi sama darren its not bad lah untung suka sama yang pada nyanyi,happy
aslinya pontianak tinggal di semarang kak i sama a big fan of small towns and old shop senang sangat karena banyak itu di bandung diary heehehe,happy
muda han puasa kali ini membawa perubahan bagi kita semua jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi,happy
menyeduh kopi dengan air mata yang cukup panas menghasilkan kepulan masa lalu dari manisnya kenangan pahitnya ditinggalkan,sadness
mardani mingkem tidak bisa jawab makanya masyarakat cerdas janganpilihpartaioposan menyesatkan,anger
wah ini lucu sekali desain ada yang bati dan hello kitty juga goldreinvented antamlogammulia,happy
iya elah saya juga tidak mau kok hidup di tengah kelilingin sodara mama saya yang jahat sirikan gila jahat dengki bocengli najisin sangat tidak sudi gue tetap harus pindah ke kanada sama hubby saya yang sudah mapan dan mature dong,anger
adik saya cuma takut perasaan saya akan melebihi batas sebagai kakak kelas berhenti iya sekalipun alasan kamu mengabari saya adalah karena bosan,fear
tidak mengerti lagi sama ciwi ciwi yang nyinyir via vallen ini dia itu korban loh sesusah itukah untuk saling support satu sama lain gzz,anger
bagaimana burung yang jago itu dapat dengan mudah tertipu dan kembali dari perjalanan panjang mereka hanya dengan mulut yang penuh dengan plastik,sadness
iya allah ngeri sangat tadu yang brusan sawa ukuran pipa pralon begitu makanya saya menutupi sela pintu tkt badannya elastis bisa masuk sela,fear
guwah sependapat sama anda saudara laki laki ini yang paling ditakuti sama mereka yang sedang berkompetisi untuk bisa nyapres makanya mereka selalu cari cara untuk mendown grade harus apadaya kehendak allah harus bahkan makin bersinar,anger
food test rendang bebek lag  oleh bapak uyul juragan kuliner pemilik warung kopi alhamdulillah lulus uji katanya coc ks dan disarankan langsung dimainkan she,happy
dan besok harus pagi tangsel bogor dan lagi tidak bisa ngtap pakai emoney etc dan lagi harus pakai antri beli tiket kertas dan lagi besok senin,sadness
kebutuan menjelang hari lebaran semakin mendesak apa pun segalanya harus di beli sementara harga sembilan bahan pokok dan pakean semua nya serba ganti bandrol harga iya semoga di beri kesabaran hati jangan kita terburu oleh hawa napsu setan yang tidak bertanggung jawab,sadness
jujur saja saya sedang mengalami kejenuhan di zona yang sekarang mulai jenuh dengan keseharian orang yang hanya itu saja obrolan yang itu saja dan semua yang itu itu saja,sadness
pulang sekolah ceplokin terus makan bakso saja sudah cukup dulu mah sesimple itu boro mau ada pansos an era ig jadi ajang hebat an ini kamu bikin otak remaja tidak sehat,sadness
ketika rasa itu tinggi maka seseorang pasti ingin tahu apapun terkait hal yang dia minati nah disini peran respect sesungguhnya kebiasaan kita karena mungkin saya juga begitu suka menertawakan hal yang kita anggap itu lucu namun itu lah hal yang ingin orang lain minati,sadness
dari kejauhan saya selalu melihatmu bahagialah sayang saya mencintaimu selalu,love
dari pagi merasakan sakit perut mengira mau haid sudah beli kiranti pas di cek bahkan kagak ada tolong atulah haid sekarang saja biar bisa ikut solat ied,anger
wozniacki out daria kasatkina ini loh mainnya gendeng super kencang menampar heba  goodluck,happy
alhamdulillah sayang tidak sia iya beberapa bulan ini saya ambekin kalau malas an saya kejar terus biar cepat selesai saha tidak akan mengkhianati hasil rite one step closeri cinta you cayan ,love
jerman ini kebanyakan pemain bagus atau bagaimana ya sekelas sane young player of the year loh tidak dipanggil timnas ckckckck puyeng kali ini om joachim,anger
hampir tiap hari mbak kos suka meributkan itu kamu dua bodigardnya vela yang sukanya muterin halaman kost   mon maaf ini iya mbak teman saya memang tidak ada tahu dirinya muterin halaman kos dengan suara motor gede hampir tiap hari,anger
setiap waktu bersamamu adalah hal yang paling berharga bagiku dan selalu ada rasa khawatir bagiku takkan lagi bisa seperti ini dimasa mendatang denganmu,fear
netizen indonesia kebanyakan pada mau eksis menganggap dunia maya sebagai panggung kadang mereka memerankan peran orang yang bijak kadang pedas menghakimi,anger
sebagai supporter saya tidak suka barca tapi sebagai pecinta sepakbola saya suka ini film keren la  heartofalio,love
masih belum terbiasa dengan twitt mereka pakai english but thank you for pakai itu easier tapi watching them,happy
wah sekali ini pak sebagai contoh jalan kampung saya dari simpang parmonangan tiga balata ke bosar bandar jawa luar biasa rusak nya parah,anger
setuju apalagi bisa di buang ke tempat sampah sesuai dengan jenis nya mirip sampah daur ulang dan sampah yang tidak bisa di daur ulang lifeatapril,happy
saya bukan antrinya sih iya tapi menunggu tanda tangan wadek akademik ini masyaallah sangat ya belum lagi kalau elemen yang tempat berurusan sudah dtng iya apalagi ini bulan puasa datang terlambat pulang cepat h ,anger
finally karena tujuan sudah tercapai berani buka twitt lagi tidak takut spoiler lagi ohh ,happy
dear member livable mince sayang sama kalia  mince akan berjuang buat kita semua tapi kalau tidak ada dukungan dari kalian mince bisa apa terima kasih sudah menemani mince di livable kak minc  sayang kakak livable,love
iya masalah dia mau masuk partai penista agama itu hak pilihan dia yang di sayang kan sbaik nya tidak perlu membawa bawa nama allah dan membawa bawa nama harus untuk ke pentingan pribadi,anger
semua orang pasti beda saya kerja begini juga saya target karena dari keluarga yang sangat sdrhana setiap pemasukan saya catat dan hanya seperlunya yang saya beli sisanya dtabung sudah ada niat untuk brhnti ada saja cobaan,sadness
jalan jalan cari suasana baru dan pengetahuan baru menikmati alam,happy
tidak perlu ada liga bagaimana persepak bolaan indonesia bisa maju kalau mau kayak begitu terus mau perang mah di gaza sanah mati kamu masuk syurga,anger
tolong aplikasinya diberesin saya tadi pesan katanya server error eh muncul taksi kan kasihan drivernya saya harus cancel,anger
akumencintaimu karena disisimu sepiku hilang di sampingmu saya terjaga dan bersamamu saya bahagia,love
suka tidak habis pikir sama orang yang mengatai musibah ketika menimpa orang lain dianggap azab tapi ktk menimpa golongannya disebut cobaan ingin ku misuh matane,anger
alhamdulilah tmksh tiara kamu tapi cantik dart avatar oy,happy
usaha yang baik tidak akan mengkhianati hasil kalau sudah berusaha yang terbaik tapi hasilnya sedikit mengecewakan rasanya itu hati lebih lega dan lebih mudah buat ikhlas iya paling tidak sudah berusaha jadi yang terbaik,happy
ayo viralkan adu mengaji jokowi yang katanya tukang kriminal kan ulama vs prabowo calon dari rizieq dan kawan kawan calon yang didukung partai allah ngakunya buat prabowo jangan pura tuli ya dengar tuh tantangan jika,anger
sedari tadi hidung meler terus waktu terawih tenggorokan rasanya sakit,sadness
paling senang kalau berobat di bandung sama konsulen bisa sharing becanda lah kalau di bali melihat konsulen cuma bisa menunduk sambil senyum kecut,happy
zon jangan lihat bajunya saja sekali sekali pegang burungnya liar atau jinak,anger
pak presiden jalan dikampung kami juga tolong diperhatikan dusun rumah mbacang kecamatan kutalimbaru kabupaten deliserdang,sadness
hal yang paling buat hari hari ini selalu indah adalah kamu karena kamu itu asik anugerah yang sempurna indah di kehidupan ku inisahurtike harike,love
yang kemarin membicarakan sexual harassment siapa iya ternyata semalam bintang dangdut pujaan tanah air kena juga sama pemain bola luar negeri terkenal yang main di indonesia nah kalau ini yakin semua bakal membela mbaknya,anger
ini karena dekat masa pengenalan kampus kan ramai grup saya terus saya jadi takut sendiri dengar notif grup atau geter masuk pesan tidak tahu kenapa huhu,fear
kalau bahagia itu sederhana kenapa kamu sibuk mempercantik raga sedang kamu tahu milikmu adalah hal yang fana lokasi sungai susukan ndalem mejagong randudongkal pemalang pesonaramadan pesonaramadan juni,sadness
sebelah mana stereotyping nya dari pernyataan saya coba ditunjukkan siapa tahu saya salah bicara bagus dong kalau banyak yang mengecam semakin banyak makin terdengar suara untuk kebenaran semakin bagus kalau benar tapi kalah keras sama yang salah itu yang harus diatasi,anger
orang lain kalau pakai ponco itu buat jas hujan nah dia pakai buat kasur iya tadi gara saking tidak punya apa mamak bilang kami tuh di awal pernikan tidak ada ngalamin bulan madu mirip sekarang orang tidur nya saja pakai ponco gimane mau bulan madu,sadness
pagi juga mas nya duh jadi tidak enak dapat ucapan selamat pagi dari netijen twitter wkwk ngomong ngomong dari kejauhan berapa kamu ini alias darimana kota tempat tinggalmu wkwk,happy
how i adore kamu everyday sayang betapa kamu melengkapkan i setiap kali kita ada arguement itu bukan lah arguement tentang siapa lebih baik tapi tentang siapa lebih sayangkan siapa terima kasih kasih sayang kamu buat i terharu,love
kita berteman beda genarasi asiknya kita yang tua berasa jadi muda dan mereka yang muda belajar membahas hal hal serius dalam masa depan,happy
makin modern gaya hidupmu makin banyak kamu produksi sampah plastik believe itu orang not coba saja itu sehari kalau kamu makan berapa sedotan gelas plastik plastik makanan yang kamu buang harilingkunganhidupsedunia,anger
jorr macet total dari pintu tol pasar minggu sampai jati asih sudah hampir jam banyak asongan di tengah jalan truk di jalur paling kanan bayar tol buat apa iya,anger
awalnya dicuekin sih tapi jadi perhatian sekali setelah hari ini uang gaji keluar kata mbanking tapi waktu di cek bahkan yang keluar cuma persen dari gaji yang harusnya keluar bni,anger
tbh saya sebenarnya tidak ada niatan buat bikin short thread about child marriage tapi berhubung hal ini sudah menjadi hal yang lumrah bagi sebagian masyarakat tertentu hal ini tidak akan pernah ada habisnya untuk dibahas sekian,sadness
siapapun besok tolong ingatkan aa tommy ya selasa juni jam tolong sms telepon wa takut aa nya ketinggalan informasi dari travelo a deg deg an nih semoga dapat menonton piala dunia langsung enggak bakal bisa tidur nyenyak malam ini menunggu pengumuman besok,fear
sudah thr an kan coba sekali kalau lagi makan warung biasa not resto yang biasa tip ketemu pelayan nya tua dan kelihatan kasihan kamu selipin ribu kamu lihat reaksinya akan luarbiasa dan perasaanmu pun bahagia super sekali ribu tidak akan bikij kita miskin tapi berarti banyak untuk mereka,happy
agak capai juga debat dengan orang yang melihat sgalanya dalam konteks hitam putih kenapa bisa berubah pandangan mis dari kontra jadi profesional apakah hanya soal kepentingan instan bisa saja tapi semua keputusan pasti sudah mlewati pengalaman   iya harus dipahami dalam konteks pengalaman itu tgb,sadness
rencana bedahrumahibuiriyani trimksh bapak ibu atas bantuan dan dukungannya semoga langkah kecil ini berjalan sesuai rencana timpedulitimka,happy
sudah hari i menangis terus tiap hari mata tambah sipit saja sudah mau sebulan kematian jonghyun hati ini rasanya hampa banget i miss kamu sok much tt tt tt,sadness
senyum adalah media paling murah dalam membangun suatu hubungan kintamani photography savana vsco balicili balitrip baligasm bali travelling kintamani bali indonesia,love
persibku menang lagi persibku menang lagi  o  o  o    o persibday pucuk juara awaydays bantul bobotohsaalamdunya banggamengawalmu,happy
abang saya takut tetiba ditelp sama pihak rs atau apa kali ya secara doctag saya cantumin nama no telepon dia jadi kalau kenapa sama saya dia yang bakal di telepon,fear
alhamdulillah ala kulli haal jazakumullah ntk pak arief dan pak basyit atas bimbingan arahan coretan revisi omelan dan sebagainya selama semester ini sehat selalu iya pak tetaplah menginspirasi latepost,happy
w h rajin iya sayang pagi sudah ke pasar mau masak apakah kiranya heheheh  tuesday morning is beautiful keep the spirit ayu bahagia happytuesday,happy
ku tatap wajahmu saat pertama kita bertemu terasa bergetar jiwaku saat kamu tersenyum padaku i cinta lu armyselcaday,love
iya yang diskrinsut itu mbak boo para neto berhasil menemukan siapa orang tersebut hanya bermodalkan gambar lengan wkwk iya sih mbak hal kayak begitu tidak pantas dibuat becandaan,sadness
